is_offensive,transcription
1,"activity piranha falam tô copo mão botão chão copo pia botar status piranha piranha falou broa farinha fica louca louca louca embrazada farinha tomar tomar tomar tomar tomar tomar tomar tomar champix samba samba samba dá todo mundo pode ir todo mundo dá todo mundo piranha falam tô folga grupo tão chão tô copo pia botar chão pode perder piranha piranha ficar louco calor brasília farinha fica louca louca louca embrazada farinha tomar tomar tomar tomar tampico pitomba pitomba tomar tomar tomar tomar tomar dá todo mundo pode dá todo mundo beach beach beach beach beach beach beach beach activity vou bagunçar piranha falam tô copo mão botão chão tô copo mão botar pote p piranha piranha fica louco tá louco quebrada farinha fica louca tá louca embrazada linha tomba tomba tomba tomba tomba tomba tomba tomba tomba tomba tomba tomba tomba pode dá todo mundo piranha bailão tô copo mão mão chão tô copo pia botar show pode perder piranha piranha fica louca louca louca praia farinha fica louca louca louca embrazada tomar tomar tomar tomar tomar tomar tomar tomar tomar champix barbie barbie pode pode vou dar todo mundo beach beach beach beach beach beach"
1,"fiz besteira vez vida inteira vez tava bobeira casa sentei pika cabelo repicado cabelo repicado cabelo repicado desculpa vez vez tava bobeira casa sentei pika recado bebê cadê whatsapp ficar deitado cadê cadê cadê cadê"
1,"então gosta roça roça roça roça roça lançamento cachorro pizza nova geração putaria barulhando tudo becos viela vai portaria comanda tá bom aplicativo jogador domingo rolândia rolândia gosta roça roça roça roça roça maconha botar apelido campo mourão bora tomar pizzaria colonial espanhol 00 cinga rodoanel ronald roland"
1,"tchaca tchaca butchaca tchaca butchaca butchaca butchaca tchaca butchaca butchaca butchaca butchaca butchaca butchaca toda menina baile pé porque agora vai ser tapa vento prepara porque bailão quero ver novinhas movimento mateus rei tá mandando maluco gente tá mandando paranapuã tapa bunda bunda tapa bunda tapa bunda tapa bunda bunda tá parado bunda tapa bunda bunda puta vai dar tá pegando pé bunda malucas vai tá pegando pé bunda malucas raspar bunda tapa bunda tapa bunda bunda puta tapa bunda tapa bunda tapa bunda tapa bunda tapa bunda tapa bunda bunda puta tapa bunda tapa bunda tapa bunda bunda troca placa tectônica maluca maluca maluca toda menina pega porque agora vai ser tapa vento prepara porque bailão quero ver novinhas movimento matheus yurley tá mandando tapa bunda bunda bunda bunda bunda bunda bunda parábola parábola tapa bunda bunda vai dar tá pegando pé bunda malucas vai dar tapa braço bunda malucas tapa bunda tapa bunda bunda puta tapa bunda tapa bunda tapa bunda bunda capa bunda tapa bunda tapa bunda bunda puta tapa bunda tapa tapa bunda dá bunda dá bunda dá bunda tatoo park"
1,"caralho guerra taquaril chega aqui baile fica quanto companhia através chega aqui vale 00 dias guardar poder sexo selvagem band safadinha tá cheia tesão baixar tela resolvendo cozinha munição novo tabela dupla penetração flashlight achando caio cozinho pentáurea chutando caio cozinho plantão caralho rangel taquaril chega aqui baile fica quanto compadre através chega aqui pode ficar aberto poder trocar sexo selvagem linguagem bandida safadinha tá cheia tesão baixar tela resolvi cozinha munição henrique novo favela dupla penetração criança cantando caio cozinho plantão faz ajudando caio cozinhou plantão five night vocação né doidão canal funk divulgação né"
1,"brasil pleno século 00 ainda bem acha fazer primeira música taca taca novinha amadora promete novinha tudo embrazado amanhã rolada pode dar hoje pede passar deixa passar nada ver cara vê coração vê cara vê coração tô jorge dá ver período short dá pra ver ouviram coração tô short dá pra ver brother boa tarde vou tentar série campeonato botar representar inter boa tarde movimentar líder série boa tarde vou tentar boa tarde tá bebê hazel capeta hoje problema hoje pode lançar música alho hoje pode jorge dá ver piru duro short dá pra ver ver verão vê coração vê cara vê coração tô short dá pra ver brother boa tarde vou tentar série campeonato brasileiro boa tarde movimento tá boa tarde movimentar boa tarde vou levantar cabeça hoje problema hoje pode buscar pão alho"
1,"bom dia princesa completa campeonato costa rica agora tá usando tá atrás porta cozinha pintada guarabira quanto tempo próximo avenida rio branco faz outro lugar pouco tempo atrás puta puta tra tra tra tra tra tra tra tra tra tra tra tra tra tra tra tra tra tra tra tra tra tra tra dá próxima quinta-feira perin africana patins banban via metrô capão redondo vai agora tô aqui quarto usar tá previsão tempo dia 00 agora tô acordado agora trazer pizza"
1,"bbb00 vencedor pai bota peruca lisa tá bolando sereia beth carvalho patati patatá papai progressiva lola peppa peppa peppa peppa peppa peppa peppa peppa peppa pula-pula caralho passat cc oi boa tarde boa tarde boa tarde beth carvalho 000 rua perpétua perpétua pula-pula peppa peppa peppa peppa pula-pula pula-pula ppa ppa ppa ppa kit farolete bike mim pica danado"
1,"aí futuro tá começando vídeo aqui youtube tá dizendo aí vão ver vídeo vai dar problema quer saber vou dizer hoje aqui 0 milhões pessoas dizer ainda coragem vou hoje vou dizer problema porque dormir rabo preso ninguém entendeu todo mundo tá falando aí whindersson nunes chega dá câncer fala sinto muita gente falando aí né maior canal brasil grande bosta edson hudson nome rídiculo alguém favor avisa aí graça aí começa dar rolezinho ali atrás forró música estrangeira vai começar dançar lá atrás tá dançando aqui ali ali aí começa falar negócio sentido graça velho canal youtube aonde verdade tá criando legião retardado mental capa segue inscreva canal desse camarada aí pode ter distúrbio mental porque cabo conseguiram lembra daquela cara fala menino problema seguidor tudo gurias 00 anos pepeca batendo vizzano atrás rola bichinho fica doido dar cu coragem boyzinho vem aqui pega nenhuma mulher aí quer assumir homossexualidade fica querer sair armário saio saio saio então vou seguir whindersson nunes pronto acho assim vai dar merda trabalhar graça onde fica ponta fone porque tô falando porque retardado cara auto-intitulou lampião youtube amigo lampião soubesse tá fazendo mão amigo mandava dar surra tão miserável ia querer sujar mão começo história mandava dar surra tão miserável ia passar uns 0 dias deitado cama poder levantar dia vai morrer miserável rapaz ser piada ter cunhão pequenos grandes tá achando lá negócio né sangue baba aí fica dentro garagem falei cara dá vontade largar tocar assunto quero assistir multishow prêmio multishow viu cara hora tava corre entra pânico lago youtube dança dança autonomia reformas passou direto cara cara respeita forte vendeu cara outra coisa favor amigo sabe cantar fique achando tá cansada dizer tô aí pego compartilhe vídeo ver saber verdade aí agora vai vir bocado youtuber tendo cara tá falando onde tá inveja tá falando whindersson nunes vai tomar cu rapaz tô falando humilhação tô falando verdade agora fica escondendo aí falar verdade cara fica achando tal chamar rede pode chamar quiser tô aí quero saber nada acabou lançar fala olha"
1,"corrida forró banda confirmado confirmado confirmado parece tá trombose oportunidade tá combinado então tá confirmado parece tá trombose cabeça pau tá escondido parece tava bem tímida dá agonia vou ter fazer cirurgia agora viu parece tá febre tá acontecendo andando moto motor dentro cabeça pau tá ficando ficou confirmado confirmado parece tá trombose venosa confirmar confirmar parece tá trombose pode parece urso ar cond apago luz apareceu mano brown bk pois todo dia luta parece usando touca explicaria pai vai ter cortar vai quase impossível tira pele ficar sensível importa mim vai lá cortar pele pai vou matar vou passar porra fodendo pega pau doendo vou fazer porra fodendo pega pau ano posso confirmar confirmar confirmar antes parece tá trombose venosa falta confirmar campinorte parece tá trombose emoji incapacidade expor glande parte terminal pênis pois pele recobre abertura"
1,"joga cabelo cabelo cabelo cabelo jogando jogando vai faltar putaria então quero jogar jogar jogar jogar jogar jogar cabelo cabelo cabelo cabelo cacheado vai volta portaria"
1,"fala nada faz agora vou pagar ver sinto tudo vamos treta comigo vou acabar contigo vai dar apaixonado brega funk pequena jeito branca férias quebrando regras site 00000000000000 jeito preta pega fala nada faz agora vou pagar ver visse tudo vamos treta comigo hoje vou acabar contigo vou dar coça xerexa gera gera bactéria apaixonar jeito preta pega 000000000000000000000 pega vai dar café 0000000 aproveitar pressionando descoberta férias aqui casa tereré jeito branca pega aplicando gente quebra cara velha"
1,"caralho mano estressa internet porra desses cara perguntando né vai tomar c porque olhei cor caralho cadê guarapuava toc toc toc começa cor burro caralho caralho tá fofo formato village contigo toda hora burra vinha outra hora gente ajustando piroca fica ruim tô maluco burro caralho manoel imagem expressa internet porra desses cara muita merda vai tomar cu porra caralho caiu guarapuava quantos meses começa rodeio burro baralho tá bom contigo ajustando piranha fica ruim vai tomar cu"
1,"resenha neném sabe meninas acha linda maravilhosa acho boneca tá ligado bagulho doido bagulho doido entendeu tipo escuta música gostou pouquinho vida porta feia pra caralho acha boneca parece espantalho doido ainda pega anda mão dada rolé favela ainda fica bravo alguém olhar feia caralho acha rabo né parece espantalho 00 anos prega anda mão dada rolé lá favela ainda fica bravo alguém olhar ter dois saco pegar mina dessa todas faço pegar mina dessa pôr cabeça outro perereca ter dois saco pra pegar mina dessa ter dois saco pegar mina dessa pôr cabeça outro tereza comprar pôr cabeça outro perereca deus livre socorro feia pra caralho acha boneca parece espantalho doido ainda prega anda mão dada rolé favela ainda fica bravo alguém olhar feia caralho chuva parece espantalho dois andar mão dada rolé lá favela ainda fica bravo alguém olhar ter dois saco pegar mina dessa ter dois saco pegar mina dessa comprar cabeça outro perereca ter dois saco pegar mina dessa ter dois saco programa menina dessa papo cabeça outro pêra pôr cabeça outro pêra jurerê tá deus livre socorro próxima próxima menina dessa ter dois saco pra pegar mina dessa pôr cabeça outro perereca ter dois saco pegar mina dessa ter dois círculos pegar menina dessa pôr cabeça outro pereba cabeça outro pêra"
