is_offensive,description
1,"facebook : URL facebook : URL facebook : URL página : URL soundcloud : URL envie música/produção : EMAIL canal funk , funk putaria , funk proibidão , funk sp , funk rj , set funk , montagem , musica nova , vídeo clipe , web clipe , lançamento funk -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - *quer baixar todas músicas canal programa ? acesse link aprenda baixar todas músicas : URL"
1,"inscreva-se canal ative notificações receber lançamentos celular . download URL quer musica canal lk ? envie email EMAIL redes sociais faça orçamento . videofonograma produto original próprio . cópia reenvio resultará grandes precauções canal youtube exclusão ."
1,"inscreva-se canal URL link download musica : URL"
1,"mc gw - cacete , caralho ( dj caaio doog ) lançamento 0000 mc gw - cacete , caralho ( dj caaio doog ) lançamento 0000 instagram : URL facebook : URL divulgue música canal funk . whatsapp : ( 00 ) 000000000 e-mail : EMAIL ( faça orçamento ) download : URL funk 0000 lançamento ."
1,"fanpage URL twitter URL instagram URL"
1,"facebook : URL twitter : URL"
1,"inscreva-se canal contato : URL"
1,"inscreva-se canal gr0 fluxos fique dentro lançamentos funk : URL baixe musica : URL artista : mc gw mc 0belo musica : flexiona xereca garota produção : dj wallace nk faça video clipe gr0 filmes 00 0000-0000 00 00000-0000 criação motion/direção arte : aires designer baixe todos lançamentos : URL videofonograma produto original próprio gravadora editora . cópia reenvio resultará grandes implicações canal youtube exclusão . gr0 explode @ gr0explodeofc ano 0000 ."
1,"conhecem corno passa chave ? venha divertir tipo corno ! ! esquece deixar curtida inscreve canal ativa notificações , assim ficam sabendo toda vez postar vídeo novo . segue la insta @ marcosmagnorosario @ eudanillolima"
1,"inscreva-se canal oficial URL link download musica : URL"
1,"veja : URL inscreva-se canal the noite : URL curta página programa facebook : URL siga perfil oficial programa twitter : twitter.com/sbtthenoite"
1,"contrate - 000 00000-0000 gabriel stalin evento ! inscreva - canal ative notificações ! facebook : URL instagram : @ gabrielstaliin twitter : URL download : URL # gabrielstalin # inscrevamse coça xereca vou dar ( ( mc rebecca ) ) lançamento 0000 coça xereca vou dar coça xereca , vou dar mc rebecca gabriel stalin coça xereca mc rebecca mc rebecca coça xereca coça xereca xereca vou dar coça xereca ( ( mc rebecca ) ) lançamento 0000 0000 coça xereca , vou dar ( ( mc rebecca ) ) lançamento 0000 coça xereca , vou dar ( ( mc rebecca ) ) lançamento 0000 coça xereca , vou dar ( ( mc rebecca ) ) lançamento 0000"
1,"nunca faça pergunta burra caveira"
1,"inscreva-se canal , deixe like compartilhe contratem fezinho patatyyv mc oklinhos : ( 00 ) 0000-0000 atropa produtora ( 00 ) 00000-0000 tim/whatsapp vilmar curta pagina URL instagram @ fezinhopatatyyofc URL twitter @ fezinho_patatyy URL snapchat fezinhopatatyy0 inscreva-se canal fezinho divulga URL atenção ! reenvio deste videofonograma youtube , autorização legal poderá trazer problemas direito autoral , denúncia canal consequentemente encerramento conta . envie youtube conteúdo original ! fortaleça funk ."
1,"açista tumém : URL . animação 0d , pica pau vai roça chico bento , desenho animado , animação 0d pica pau ,"
1,"inscreva-se canal gr0 fluxos fique dentro lançamentos funk : URL baixe musica : URL artista : dynho alves musica : feia pra caralho produção : dj nene mpc instagram : URL faça video clipe gr0 filmes felipe pavan : 00 0000-0000 00 00000-0000 produzido gr0 filmes baixe todos lançamentos : URL videofonograma produto original próprio gravadora editora . cópia reenvio resultará grandes implicações canal youtube exclusão . gr0 explode/gr0 music @ gr0explodeofc ano 0000 ."
1,"inscreva-se canal gr0 fluxos fique dentro lançamentos funk : URL baixe musica : URL artista : mc 0 belo ngdp mc joão musica : gosta fofoca piroca ? produção : dj th faça video clipe gr0 filmes 00 0000-0000 00 00000-0000 criação motion/direção arte : enzo alves baixe todos lançamentos : URL videofonograma produto original próprio gravadora editora . cópia reenvio resultará grandes implicações canal youtube exclusão . gr0 explode @ gr0explodeofc ano 0000 ."
1,"0:00 - cheirando ! blogueirinha merda comenta foto vazada após fazer insinuações sobre pabllo vittar live diva depressão maíra medeiros ; 0:00 - karol pinheiro anuncia casamento ano vem . ** * colaborou : lari gioseffi bora compartilhar colaborar crescimento canal inscreva-se : URL programação deste mês : # horadafofoca vivo : segunda sexta - 00h # falandodepowercouple vivo : segundas , terças , quintas sextas - programa record # falandodemasterchef : quartas - 00h # falandodeyoutubers vivo : sextas - 00h # rapidinhas : sempre surpresa ! parcerias : EMAIL rede : # webtvbrasileira twitter : URL facebook : URL instagram : URL tati martins facebook page : URL facebook perfil : URL instagram : URL marcelo carlos twitter : URL facebook : URL instagram : URL"
1,"taxista falou jesus mentiroso terrorista disse varias passagem bíblia jesus mente ."
1,"cara ve 000cc gopro acha vai aparecer globo . ai sai fazendo monte merda pra aparecer . by newlife rj hornet ."
1,"baixe música aqui : URL facebook : URL todas produções contém direitos autorais , subirem música autorização , tomará denúncia : )"
1,"artista : mc gw musica : segredinho xereca produção : dj miltinho dj bruno prado big music / gr0 explode @ bigmusicprodutora - instagram contato shows ( 00 ) 0000-0000 ( 00 ) 00000-0000 ( 00 ) 00000-0000 videofonograma produto original próprio gravadora editora . cópia reenvio resultará grandes implicações canal youtube exclusão . ano 0000 ."
1,": : : : : : inscreva-se canal : : : : : : . mc 0d - piranha vem mamar inscreva-se canal , ative notificações receba vídeos antes todo mundo ."
1,?
1,"entrevistadas : sara winter / helen braun - pânico rádio data 00/00/00 link completo programa pânico amanda ramalho faz afirmação : URL amigos , quero criar atritos ninguém , porem quero saber opinião sobre ! podemos dar opinião assim freio ? podemos falar tudo pensamos veículo aberto pagamos pra ouvir ? quero opinião sobre falou : iai vc acha ? -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - fala youtú ! blz ? siga redes sociais URL instagram/twitter @ rodrigobologna snapchat : robolognadj"
1,"fique atualizado : URL download : URL redes sociais : facebook : URL instagram : URL twitter : URL soundcloud : URL todos direitos reservados ."
1,"visual : ronaldo moises quinze URL @ ronaldomoises00 / @ instaquinze mix/master : ace rick studio bang crazy recordings inscreva-se canal oficial youtube fique dentro novidades ! contatos show : ( 00 ) 00000-0000 ( 00 ) 00000-0000 ( 00 ) 00000-0000 email : EMAIL facebook : URL instagram : URL soundcloud : URL"
1,"download abaixo ! segue instagram : URL quer ficar atualizado , melhores musicas lançamentos ? inscreva canal ative sininho notificações . curta pagina facebook : URL download :"
1,"vídeo completo : URL site oficial : URL loja virtual : URL dizimistas : URL redes sociais : URL URL URL URL URL inscreveu canal youtube ? inscreva-se convide amigos ! URL"
1,"marca URL instagram URL twitter URL snapchat vilhennaa facebook URL page facebook URL -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -"
1,"inscreva-se ative sino notificações perder nenhuma novidade . divulgue trabalho rap soma : e-mail : EMAIL siga rap soma : facebook : URL twitter : @ rapsoma _ ( URL instagram : URL ouça faça download palco mp0 r.a.v oficial URL download thumbnail : URL siga artista : r.a.v oficial youtube : URL facebook : URL créditos vídeo : letra : fim semana tô limite juliet portando kit grave pesado tipo dinamite quero dama suíte . sol tá rachando cidade lago sul vamos curtir paty whisky gelo pra ficar suave ieeeeeeeh ! isqueiro ligado gente sorrindo nada viagem louca city nave fazendo fumaça vai ser poucos vai tá comigo aliado tá lado dona baseado . ( refrão ) vou sair pra qualquer lugar dessa cidade dona tudo linda tudo louca whisky selvagem hoje bang louco vamos sair pra esbagaçar pode ser bagdá dinheiro pra gastar . pra gastar . ( 0x ) fumaça narguilé whisky redbull pronto pra bagunçar cidade gata rolê samamba norte lago sul puro requinte dona figth . tô limite city kit seguinte hidro espuma suíte porre litro whisky lama fama nada contando grana desfalque time firma desanda . hoje vou ficar louco louca aqui lado estourar champanhe comemorar aliado joga copo pro alto noite tá foda deixa grave bater hoje incomoda . aqui tá paraíso tudo preciso fim semana loucura curtir compromisso compromisso compromisso nóss ! ( refrão ) vou sair pra qualquer lugar dessa cidade dona tudo linda tudo louca whisky selvagem hoje bang louco vamos sair pra esbagaçar pode ser bagdá dinheiro pra gastar . pra gastar . ( 0x ) clima meio lombado céu descontrolado ontem chuva hoje sol mansão desse lago quero aproveitar curtir momento andar lancha dona vou cortando vento . andar jet tarde noite promete chover whisky mato piriguete golo pede sei merece dose black red sangue aquece . vamos ficar bem louco clima tropical românce bagunçado tipo amor carnaval pegação geral cheiro natural bem vindo brasília city capital . ( refrão ) vou sair pra qualquer lugar dessa cidade dona tudo linda tudo louca whisky selvagem hoje bang louco vamos sair pra esbagaçar pode ser bagdá dinheiro pra gastar . pra gastar . ( 0x ) obrigado assistir ! gostou ? então compartilhe redes sociais , deixe esqueça comentar abaixo vídeo . # rapsoma # divulgandosonhos questões relacionadas direitos autorais , contato conosco : copyright related questions , please contact us : EMAIL"
1,"- inscreva-se ative notificações . divulgue música canal bl sheik - ( faça orçamento ) e-mail : EMAIL twitter : URL instagram : URL"
1,"banda beijo bhom- rapariga - rapariga - oficial spotify : URL deezer : URL googleplay : URL letra rapariga , mal amada , boba , engana . rapariga , mal amada , boba , quer ver . carinho , conquistei amor , cama geme sentir dor . sempre dá presentes , traz flores , lembra outros amores . refrão : rapariga ! mal amada , boba , engana . rapariga , mal amada , boba , quer ter . rapariga , mal amada , boba , engana . rapariga , mal amada , boba , quer ter . carinho , conquistei amor , cama geme sentir dor . sempre dá presente , traz flores , lembra , outros amores . repete refrão ( 0 vezes ) twitter : URL facebook : URL instagram : URL site : URL com.br clique aqui inscrever canal : URL"
1,"URL"
1,"assista vídeoclipe oficial acabou sair exclusivo- URL inscreva-se canal oficial concorra prémios ! URL // URL // URL curta pagina oficial- URL download- URL facebook- URL snapchat\instagram- souza_mc URL quer sabe quais musicas tocam bailes ? então inscreva-se canal perca nenhum lançamento . clique gostei compartilhe redes sociais ."
1,"mc gw mc up - joga xereca ( dj camilo detona ) download direto : URL download 0shared : URL lançamentos : URL facebook : URL inscreva canal receba lançamentos artista : mc gw mc up música : joga xereca produção : dj camilo detona ano : 0000 gênero : funk letra : papo reto mulher , deixa xereca suave . moleques aqui tropa , hoje vai pegar classe . baixo , cima vai baixo pra cima , vem . moleques aqui baile , hoje quer fazer neném . baixo , cima vai cima , baixo vem . moleques aqui baile , hoje quer fazer nenem . perguntar quer , mulher ta onda . hoje vai dar gostoso , pro camilo detona . camilo quer piranha , gw quer piranha . joga , joga , joga pau piranha . joga , joga , joga pau piranha . joga xereca pra cima , joga xereca pra baixo . joga xereca pra cima , joga xereca pra baixo . vai tacar . vai tacar piru . vai tacar . vai tacar piru . vai tacar . vai tacar piru . vai tacar . vai tacar piru . ( 0x ) camilo detona - todos direitos reservados ."
1,"inscreva-se canal ative sininho perder nenhum video , gostou ? deixe like , comenta compartilha ! ! facebook : URL soundclound : URL aviso : vídeo oficial intenção violar termos direitos autorais , sendo assim sentir direitos violados envie strike , envie email retiraremos vídeo instante , pois intenção violar direitos sim divulgar artistas fins lucrativos . email : EMAIL seguida pedimos compreensão todos . ( usamos produção ( música video ) neste vídeo gostou , favor contato conosco , iremos remover vídeo , strike ! ) quero vai tomar cu , tomar conta vida [ lançamento ] 0k00 quero vai tomar cu , tomar conta vida [ lançamento ] 0k00"
1,"ei , ! , tá aí lendo . , leitor sinopse vídeo ? toda cara senta cadeira , abre navegador , lê sinopse dá play vê vídeo ! falo . vou repetir cara : internauta assiste vídeo comédia . . gostou vai ler livro ! ! ! elenco : fabio porchat gregorio duvivier luis lobianco making of : URL baixe games : google play : URL apple store : URL windows phone : URL camisas : URL livro : URL app android : URL app iphone - URL app windows phone : URL canal porta fundos . lançamos vídeos todas segundas , quintas sábados 00h ."
